method name, index construction time (s), index size (MB),,,,,,,,,
BFS,1.09,81.68,,,,,,,,,
LandmarkedIndex12(oe)-k=3502-m=1-b=20,8_351.06,53_923.01,,,,,,,,,
LandmarkedIndex12(oe)-k=3502-m=1-b=40,8_347.77,53_919.79,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
BFS_queryset-0,BFS_queryset-1,BFS_queryset-2,LandmarkedIndex12(oe)-k=3502-m=1-b=20_queryset-0,LandmarkedIndex12(oe)-k=3502-m=1-b=20_queryset-1,LandmarkedIndex12(oe)-k=3502-m=1-b=20_queryset-2,LandmarkedIndex12(oe)-k=3502-m=1-b=40_queryset-0,LandmarkedIndex12(oe)-k=3502-m=1-b=40_queryset-1,LandmarkedIndex12(oe)-k=3502-m=1-b=40_queryset-2,,,
0.0919472377,0.0157330831,0.1035745939,0.0897373358,0.0005106926,0.1031903426,0.0913783709,0.0005480448,0.1049182415,,,
0.0913805962,0.0130939484,0.1028222243,0.0892969767,9.29832E-006,0.1035849253,0.0907345613,1.096725E-005,0.1052757104,,,
0.0919187069,0.0105696519,0.1039683819,5.00679E-006,5.32468E-006,0.1032886505,6.27835E-006,5.96046E-006,0.1049407323,,,
0.0912338893,0.0161063671,0.1020750205,4.92731E-006,5.82536E-005,0.1025586128,6.35782E-006,6.628036E-005,0.1039470832,,,
0.0909343561,0.0096963247,0.1026772658,4.60942E-006,2.837181E-005,0.1025392214,5.96046E-006,3.369649E-005,0.1042230129,,,
0.0884500345,0.0102849801,0.1067873637,4.92731E-006,6.76314E-005,0.107363383,5.96046E-006,7.661183E-005,0.1088540554,,,
0.0925353368,0.1018903255,0.1070700487,5.00679E-006,0.0999000072,0.1068223317,5.96046E-006,0.1017360687,0.1082210541,,,
0.0935986042,0.099531889,0.1053863366,4.68889E-006,0.0986426671,0.1059036255,5.96046E-006,0.1005536715,0.1077453295,,,
0.0929373105,0.0980540911,0.1061387062,5.00679E-006,0.0966857274,0.105739673,6.27835E-006,0.0984609922,0.1074744066,,,
0.0917507013,0.0050246716,0.0274873575,5.00679E-006,4.60942E-006,0.001363039,5.64257E-006,1.136461E-005,0.0014239947,,,
0.0885023276,0.0048736731,0.1039753755,5.00679E-006,4.68889E-006,0.1034162839,5.32468E-006,1.096725E-005,0.1049776872,,,
0.0927000046,0.0040793419,0.1022527218,4.68889E-006,4.60942E-006,0.1025967598,5.64257E-006,1.207987E-005,0.1040066878,,,
0.0918893019,0.0108099778,0.1028432846,5.00679E-006,5.372365E-005,0.1027050018,5.32468E-006,6.039937E-005,0.1041053931,,,
0.0903610388,0.0035127799,0.1057353814,5.00679E-006,4.60942E-006,0.1066850026,0.000005722,1.001358E-005,0.1081953843,,,
0.0921263695,0.0098983447,0.1051000754,5.00679E-006,4.593531E-005,0.1056783994,5.64257E-006,5.165735E-005,0.1075688998,,,
0.0920748711,0.0149900119,0.0286207199,4.68889E-006,4.68889E-006,0.0001982848,5.64257E-006,6.46909E-005,0.0002199809,,,
0.0907440186,0.0044177373,0.0275493463,5.00679E-006,0.000004371,5.32468E-006,5.00679E-006,1.231829E-005,6.35782E-006,,,
0.0923623244,0.0120209853,0.0257130464,5.00679E-006,1.239776E-005,0.0011093616,5.96046E-006,0.000014623,0.0011804104,,,
0.0923383236,0.0034657319,0.1035695871,5.00679E-006,0.000023365,0.1037983894,5.64257E-006,2.733866E-005,0.1053833167,,,
0.0932038625,0.0140776634,0.1052523454,4.60942E-006,9.139378E-005,0.1042852402,5.00679E-006,9.957949E-005,0.105934302,,,
0.0919086933,0.0085186958,0.1044060389,5.00679E-006,2.932548E-005,0.1040259202,5.00679E-006,3.568331E-005,0.105834643,,,
0.0923366547,0.0040772756,0.1018730005,4.92731E-006,4.68889E-006,0.1028046608,5.32468E-006,1.263618E-005,0.1044406096,,,
0.0922322273,0.01638635,0.1082429091,5.00679E-006,0.000058651,0.1077973843,5.32468E-006,6.731351E-005,0.1095962524,,,
0.0925183296,0.0158273379,0.1066525777,0.0897933642,8.328755E-005,0.1074430148,0.091253678,9.425481E-005,0.1091270447,,,
0.0909573237,0.0130446752,0.1076920827,0.0891648928,4.831949E-005,0.1071366469,0.0903946559,5.769729E-005,0.1088426908,,,
0.0928186576,0.0028143724,0.1030989488,0.0906180541,3.60012E-005,0.1044463317,0.0923963388,4.132588E-005,0.1059923172,,,
0.0865373611,0.0048019886,0.10308671,0.0837396781,0.000004371,0.1032509804,0.0855912368,1.033147E-005,0.1049985886,,,
0.0910410086,0.0028180281,0.1024146875,0.0906336308,3.369649E-005,0.1034274101,0.092323939,4.037221E-005,0.1051212947,,,
0.0921064218,0.0151197116,0.1035263538,0.0914812883,4.60942E-006,0.0001253287,0.0931397279,6.46909E-005,0.000133276,,,
0.0915436745,0.0157129765,0.1036119461,0.0901720524,3.830591E-005,0.1029883226,0.0919210116,4.498163E-005,0.1044040521,,,
0.0856630007,0.0161353747,0.1029450099,0.0845990181,0.0001769066,0.0001256466,0.0860710144,0.0001880328,0.0001333555,,,
0.0917092959,0.0117836793,0.037146012,0.0913399855,1.335144E-005,5.00679E-006,0.0928979715,1.557668E-005,5.00679E-006,,,
0.0905373096,0.0995106697,0.1057400703,0.0899481773,0.0998033683,0.1052723726,0.0914919376,0.1015123526,0.1069614093,,,
0.0864887238,0.0993680159,0.0287459691,0.084426562,0.0981626511,5.32468E-006,0.0862383842,0.0998787085,5.64257E-006,,,
0.092946291,0.1000156403,0.0308033625,0.0908106168,0.0994553566,5.00679E-006,0.0924334526,0.1013470491,5.64257E-006,,,
0.0918047428,0.1015010675,0.0261693796,0.0914359887,0.0982247194,0.000004371,0.0929590066,0.0998456478,4.68889E-006,,,
0.091094017,0.1001670361,0.1045323213,0.0908153057,0.0974209309,0.1040086746,0.0924166044,0.0990990798,0.1058546702,,,
0.0915547212,0.0038829645,0.1043035984,0.0907769203,1.430511E-005,0.1026769479,0.0921303431,1.732508E-005,0.1042280197,,,
0.0910499891,0.0013380051,0.1046680609,0.0900345643,5.00679E-006,0.1032327016,0.0915939808,6.35782E-006,0.1046595573,,,
0.0867393812,0.0998346011,0.104659001,0.0845780373,5.64257E-006,0.1032846769,0.0861996015,6.59624E-006,0.104584376,,,
0.0922086239,0.1003496647,0.104648749,0.0901153088,0.0997694333,0.1017123063,0.0916246573,0.1011500359,0.1033373674,,,
0.0906409423,0.0993537108,0.105246067,0.0900140603,0.0982646942,0.106550773,0.0915549596,0.0996676286,0.1082533201,,,
0.0871876876,0.0966926416,0.030186971,0.0848683516,0.0958970388,7.3115E-006,0.086233298,0.0975228945,8.66254E-006,,,
0.0919586023,0.0956935883,0.1026077271,0.0900686582,0.0948676268,0.1043553352,0.091711998,0.0964210033,0.1060183843,,,
0.0875630379,0.0955370267,0.1022483508,0.0838623842,0.0939076742,0.1032353242,0.0849776268,0.0954763095,0.1047726472,,,
0.093127648,0.0950624148,0.1020756563,0.0000001,0.0935855707,0.1022115548,0.0000001,0.095411698,0.1038746834,,,
0.0924372673,0.0161607265,0.1028558413,0.0000001,5.00679E-006,0.1019269625,0.0000001,5.32468E-006,0.1036489805,,,
0.0878113111,0.0151096185,0.1020923456,0.0000001,5.00679E-006,0.1028956572,0.0000001,5.32468E-006,0.1048696836,,,
0.0930580298,0.0144435565,0.0389706294,0.0000001,4.05311E-006,7.62939E-006,0.0000001,5.00679E-006,8.98043E-006,,,
0.0926423868,0.0158083439,0.0254553159,0.0000001,5.00679E-006,6.99361E-006,0.0000001,5.00679E-006,8.34465E-006,,,
0.0929193497,0.0132199128,0.037838618,0.0000001,4.68889E-006,0.0277703603,0.0000001,5.00679E-006,0.0281250477,,,
0.0909457207,0.0147956212,0.1045366923,0.0000001,5.00679E-006,0.1061426799,0.0000001,5.00679E-006,0.1079230309,,,
0.0924140612,0.0040686925,0.1036820412,0.0000001,4.68889E-006,0.1032956441,0.0000001,5.00679E-006,0.1048183441,,,
0.0924377441,0.0101048946,0.1029513677,0.0000001,5.00679E-006,0.1022626559,0.0000001,5.32468E-006,0.1039810181,,,
0.0934913158,0.0118407408,0.1016987165,0.0000001,8.98043E-006,0.1016090711,0.0000001,9.69568E-006,0.1031737328,,,
0.0914420287,0.0098499457,0.0384980043,0.0000001,9.69568E-006,0.028395017,0.0000001,1.064936E-005,0.0286237399,,,
0.0944577058,0.0145513217,0.0387010574,0.0904973348,5.00679E-006,0.0250676473,0.0925450325,5.00679E-006,0.0254987081,,,
0.093148311,0.0040703615,0.0401097139,0.0892180602,5.00679E-006,7.3115E-006,0.0912168026,5.00679E-006,7.86781E-006,,,
0.0931196213,0.0161573887,0.1061506271,0.0900396506,0.0004673004,1.033147E-005,0.0915637016,0.0004896323,0.000011603,,,
0.0912423929,0.0132960478,0.1063493888,0.0893789132,1.033147E-005,1.033147E-005,0.0908967654,1.271565E-005,1.20004E-005,,,
0.0871969859,0.0040799777,0.1055681705,0.0838346481,4.92731E-006,1.001358E-005,0.0853490829,5.00679E-006,1.096725E-005,,,
0.093656381,0.0112706025,0.0306227207,0.0908163389,8.98043E-006,6.99361E-006,0.0923202833,9.69568E-006,8.02675E-006,,,
0.0920236905,0.015614748,0.0282433033,0.0904030005,4.92731E-006,0.000007232,0.092012008,4.92731E-006,8.34465E-006,,,
0.0918040276,0.0126719475,0.0255653858,0.0901287397,5.00679E-006,6.99361E-006,0.0917580128,4.92731E-006,7.3115E-006,,,
0.0926200549,0.0040799777,0.0248150031,0.0906457106,5.00679E-006,7.3115E-006,0.0921347141,5.00679E-006,7.70886E-006,,,
0.0935571194,0.0037636757,0.1025626659,0.090619723,5.00679E-006,0.000010252,0.092066288,5.00679E-006,1.072883E-005,,,
0.0915249983,0.0037727356,0.1011293729,0.0899279912,5.00679E-006,1.033147E-005,0.0915489197,5.00679E-006,1.096725E-005,,,
0.0870183309,0.0182606379,0.1057849725,0.0845526059,5.00679E-006,0.1074206829,0.086047411,5.00679E-006,0.1088503997,,,
0.0924780369,0.0155169964,0.105490605,0.0905826886,5.32468E-006,0.1069339911,0.0918153127,6.67572E-006,0.1084699631,,,
0.0924975077,0.0126226743,0.1061226527,0.0902159214,5.64257E-006,0.1068704128,0.0918939908,6.27835E-006,0.1085133553,,,
0.0929379463,0.098789374,0.1057936351,0.0912226836,0.0976705551,0.1065760454,0.092719396,0.0994606813,0.1079586347,,,
0.0943520864,0.0033603509,0.104666392,0.0911722978,5.00679E-006,0.1062839826,0.0927920341,5.64257E-006,0.1078597705,,,
0.0913466612,0.0966726939,0.0258588791,0.08862408,1.064936E-005,0.0001066526,0.0903303623,1.231829E-005,0.0001173814,,,
0.0930290222,0.0979340076,0.1017903487,0.0909160773,0.0946216583,0.1037743092,0.0923697154,0.0962233543,0.1051547527,,,
0.0928313732,0.095184962,0.1035866737,0.0898483594,0.0936725934,0.1035573483,0.091547966,0.0952042739,0.1054626306,,,
0.0929472446,0.0043052832,0.101694266,0.0893660386,4.92731E-006,0.102445364,0.0909822782,5.96046E-006,0.1040687561,,,
0.0925284227,0.0128090382,0.1024612586,0.0909922918,5.00679E-006,0.1020968755,0.09289066,6.35782E-006,0.1036539872,,,
0.0915656885,0.0114719868,0.1080060005,0.0907065868,4.68889E-006,0.1073544025,0.0922676722,5.96046E-006,0.108809789,,,
0.0922384262,0.0993420283,0.1057319641,0.0902766387,4.68889E-006,0.1064333121,0.0920107365,5.00679E-006,0.1079134146,,,
0.0917490323,0.0993176301,0.1076186498,0.089977026,4.68889E-006,0.1062242985,0.0915045738,5.00679E-006,0.1076749166,,,
0.0920356909,0.1000370185,0.1057193279,0.0909236272,5.00679E-006,0.1062509219,0.0928450425,4.92731E-006,0.108269612,,,
0.0914573669,0.0968029499,0.0271776517,0.0906136831,4.68889E-006,5.00679E-006,0.0921049913,5.00679E-006,5.32468E-006,,,
0.092256705,0.0126173496,0.0288511117,0.0915040175,5.00679E-006,6.03993E-006,0.0930418968,5.64257E-006,7.07308E-006,,,
0.0916870435,0.0997533003,0.0261456172,0.0908266703,5.00679E-006,6.03993E-006,0.0926992893,5.00679E-006,6.99361E-006,,,
0.0914413929,0.1001756191,0.1052820683,0.0897882779,5.00679E-006,6.27835E-006,0.091338714,5.00679E-006,6.27835E-006,,,
0.086812973,0.1001853943,0.1024116675,0.0847829978,4.68889E-006,6.35782E-006,0.0862336159,0.000004371,6.99361E-006,,,
0.0931112766,0.0968600114,0.0293697516,0.0905622641,5.00679E-006,6.27835E-006,0.0922867457,5.00679E-006,6.91413E-006,,,
0.0931344032,0.0128576756,0.0280336539,0.0896979968,4.68889E-006,5.32468E-006,0.0914032459,4.68889E-006,6.03993E-006,,,
0.0933237871,0.0142873128,0.0283836524,0.0914312998,4.60942E-006,5.96046E-006,0.0930753549,5.00679E-006,6.99361E-006,,,
0.0928103129,0.0126570861,0.0410760244,0.0907810529,4.60942E-006,6.59624E-006,0.0924816132,5.00679E-006,7.3115E-006,,,
0.092622757,0.0172907511,0.0282614231,0.0904872417,4.92731E-006,4.60942E-006,0.0920092265,5.00679E-006,4.92731E-006,,,
0.0908742746,0.013143301,0.0246109962,0.0896867116,5.00679E-006,4.68889E-006,0.0913303693,5.00679E-006,5.00679E-006,,,
0.0923453967,0.0111113389,0.0277253787,0.089972655,0.000004371,6.27835E-006,0.0916350683,0.000004371,7.07308E-006,,,
0.0867766539,0.1007041136,0.0225333373,0.0838150183,0.1002292633,0.000004371,0.0854406357,0.1016677221,5.00679E-006,,,
0.0918420156,0.0993856589,0.0223619143,0.0900600751,0.0989806652,4.68889E-006,0.0914827188,0.1001852353,4.92731E-006,,,
0.0920046965,0.1001697381,0.0268517335,0.0889095465,0.0980052948,4.68889E-006,0.0905284087,0.0998516877,5.00679E-006,,,
0.0931065877,0.1011817455,0.0243763129,0.0908837318,0.0986083349,4.60942E-006,0.0925288995,0.1002479394,5.00679E-006,,,
0.0917679469,0.0964906216,0.1079812845,0.0900667508,0.0950682958,0.1069902579,0.0917657216,0.0967833996,0.1084740162,,,
0.0928546588,0.0967940489,0.1068006357,0.0899606546,0.0944656531,1.001358E-005,0.0918137232,0.0961676439,1.20004E-005,,,
0.0933579604,0.0967050393,0.0282473564,0.0907489459,0.0945125421,0.000007232,0.0924721559,0.096060276,8.66254E-006,,,
0.0912250678,0.1008683046,0.0272863706,0.0887947083,0.0989696185,6.75519E-006,0.0904219151,0.1006340186,8.66254E-006,,,
0.088583231,0.0963582993,0.0290683111,0.0845266183,0.0948649247,7.3115E-006,0.0866963863,0.0967582067,8.34465E-006,,,
0.0914083322,0.100459973,0.026116689,1.231829E-005,0.0989450614,6.99361E-006,1.565615E-005,0.1006993453,0.000008742,,,
0.0915412108,0.0956557592,0.1020156542,1.231829E-005,0.0948533217,0.1025706132,1.557668E-005,0.096563975,0.1042706172,,,
0.091726621,0.0993066629,0.1044806639,4.68889E-006,0.0988343557,1.033147E-005,5.96046E-006,0.1005896727,1.223882E-005,,,
0.0919749737,0.0980536143,0.1030447483,4.68889E-006,0.0986286004,0.1029409568,5.64257E-006,0.1003270149,0.1046962738,,,
0.0912520885,0.1004130046,0.1066744328,4.68889E-006,0.0985086759,0.1075867017,5.64257E-006,0.1001152992,0.109246254,,,
0.0914343198,0.1008060773,0.1065297921,5.00679E-006,0.1009817123,0.1069170634,5.96046E-006,0.1025166512,0.1086436907,,,
0.0911183357,0.099560976,0.1060887178,4.21206E-006,0.0997443994,0.1072306633,5.64257E-006,0.1014183362,0.1086646716,,,
0.0916825136,0.0961608887,0.1062160333,0.000004371,0.0939344565,0.1068863869,5.96046E-006,0.0958585739,0.1084127426,,,
0.0912913481,0.0959129333,0.1062066555,4.68889E-006,0.0936183929,0.1072517236,5.32468E-006,0.095385313,0.1086952686,,,
0.0913066069,0.0991096497,0.0283095837,4.60942E-006,0.0962479909,0.0092772643,4.68889E-006,0.0977767309,0.0097703139,,,
0.0916962624,0.1013213793,0.0272506873,4.68889E-006,0.0988000234,0.0047913392,5.00679E-006,0.1004387538,0.0050516923,,,
0.0914243062,0.0965372721,0.1048959891,0.000004371,0.0950872898,0.1028211912,5.00679E-006,0.0968759855,0.1043296655,,,
0.0912400881,0.0999941031,0.1018220584,0.000004371,0.1007297039,0.1035547256,5.00679E-006,0.102230072,0.1044727166,,,
0.0915733973,0.1001836459,0.1021886667,5.00679E-006,0.1006753445,0.1022553444,5.00679E-006,0.102265358,0.1037316322,,,
0.0913155874,0.0963090261,0.0405703386,4.68889E-006,0.0944393476,5.00679E-006,5.00679E-006,0.0962460041,5.64257E-006,,,
0.0912807782,0.100763003,0.1077013016,4.68889E-006,0.098758618,0.000011603,5.32468E-006,0.1004600525,1.20004E-005,,,
0.0909384092,0.0972543557,0.0299483935,0.000004371,0.0954136848,5.00679E-006,5.00679E-006,0.09725372,5.40415E-006,,,
0.0914833546,0.1004472574,0.0306356748,0.000004371,0.1002649466,4.68889E-006,5.00679E-006,0.1019323667,5.00679E-006,,,
0.0919107596,0.1010403633,0.1031073729,4.60942E-006,0.1000943184,1.168251E-005,4.68889E-006,0.1018633048,1.303354E-005,,,
0.0929633776,0.0949805578,0.1037069956,0.000004371,0.0934170087,1.096725E-005,5.00679E-006,0.0949176947,1.192092E-005,,,
0.0917325815,0.0109660625,0.1020862261,3.89417E-006,5.32468E-006,1.096725E-005,5.64257E-006,5.96046E-006,1.207987E-005,,,
0.0930096308,0.0081679821,0.0301829974,4.68889E-006,5.00679E-006,4.68889E-006,5.32468E-006,5.64257E-006,5.32468E-006,,,
0.0917149385,0.0997292995,0.0256969929,4.68889E-006,0.0991849899,5.00679E-006,3.81469E-006,0.1005713145,5.00679E-006,,,
0.0919453303,0.0993808905,0.0252756278,4.68889E-006,0.098629872,4.68889E-006,4.92731E-006,0.1000812848,5.00679E-006,,,
0.0916173458,0.1008954048,0.0239202976,4.60942E-006,0.0979039669,0.000004371,5.00679E-006,0.0995696386,5.00679E-006,,,
0.0913739999,0.096517086,0.0268066724,4.29153E-006,0.0947424571,4.60942E-006,5.00679E-006,0.0962447325,5.00679E-006,,,
0.0915877024,0.0166953405,0.0277661482,4.68889E-006,5.64257E-006,4.68889E-006,5.00679E-006,7.62939E-006,5.00679E-006,,,
0.0916733742,0.0147266388,0.0290646553,4.60942E-006,5.32468E-006,5.00679E-006,4.68889E-006,6.59624E-006,5.32468E-006,,,
0.0928266048,0.0092053413,0.0270769596,0.0906891028,5.64257E-006,5.00679E-006,0.0924129486,6.99361E-006,5.64257E-006,,,
0.0916574001,0.0105993748,0.0419457753,0.0892217159,9.0599E-006,5.00679E-006,0.0909157594,1.096725E-005,5.00679E-006,,,
0.0918376446,0.0116546154,0.0408350627,0.0892220338,1.001358E-005,4.92731E-006,0.0905967553,1.096725E-005,5.00679E-006,,,
0.0916994413,0.0122946898,0.0386989117,0.0879673163,8.34465E-006,4.68889E-006,0.0897064209,9.29832E-006,5.00679E-006,,,
0.0913036664,0.0133206844,0.0366283258,6.91413E-006,1.001358E-005,5.00679E-006,7.62939E-006,1.207987E-005,5.00679E-006,,,
0.0914080143,0.0074866613,0.0299297174,1.398722E-005,8.66254E-006,5.00679E-006,1.700719E-005,1.009305E-005,5.00679E-006,,,
0.0913333893,0.1010023753,0.0278803507,6.99361E-006,0.0983890692,4.68889E-006,7.3115E-006,0.1002965768,5.00679E-006,,,
0.0917883714,0.1008673509,0.0270508925,6.67572E-006,0.0993733406,4.68889E-006,7.3115E-006,0.1009946664,5.00679E-006,,,
0.0914320151,0.0042280356,0.0387163957,6.59624E-006,0.000007391,5.00679E-006,7.3115E-006,7.94728E-006,5.00679E-006,,,
0.0920426846,0.0958397388,0.0406066577,6.67572E-006,0.0941843192,4.60942E-006,7.3115E-006,0.0955874125,5.00679E-006,,,
0.0919553439,0.0952473481,0.0290269852,1.366933E-005,0.0935826302,4.68889E-006,1.66893E-005,0.0951706568,5.00679E-006,,,
0.0925600529,0.0041100184,0.0302900473,6.59624E-006,0.000007391,4.60942E-006,7.07308E-006,8.98043E-006,5.00679E-006,,,
0.0923330784,0.0036020279,0.0274033546,6.59624E-006,8.02675E-006,0.000004371,7.07308E-006,9.61621E-006,5.00679E-006,,,
0.0873643557,0.0113537312,0.0368177096,6.99361E-006,9.37779E-006,5.00679E-006,6.91413E-006,1.033147E-005,4.68889E-006,,,
0.0917390188,0.0033480326,0.0322872798,1.335144E-005,9.69568E-006,4.60942E-006,1.502037E-005,1.033147E-005,5.00679E-006,,,
0.0918077628,0.0163493951,0.0270478725,7.07308E-006,1.001358E-005,0.000004371,6.99361E-006,1.128514E-005,5.00679E-006,,,
0.0908132394,0.0091745853,0.025257349,6.99361E-006,9.69568E-006,4.21206E-006,6.67572E-006,1.064936E-005,4.92731E-006,,,
0.0924206575,0.0090847015,0.0259766579,0.0897103151,1.001358E-005,4.68889E-006,0.0912546317,1.128514E-005,4.92731E-006,,,
0.0914409955,0.0033713182,0.0319169362,0.0891866684,6.91413E-006,4.60942E-006,0.0908740362,7.94728E-006,5.00679E-006,,,
0.0909386476,0.0089492798,0.0268266201,0.0880327225,9.29832E-006,4.68889E-006,0.0895236333,1.064936E-005,5.00679E-006,,,
0.0923314095,0.0151560307,0.1057743231,0.0904963811,8.66254E-006,5.00679E-006,0.0920410156,9.29832E-006,5.32468E-006,,,
0.093679587,0.0084206263,0.1030193965,0.0906089942,8.98043E-006,6.67572E-006,0.0921537081,9.9341E-006,6.99361E-006,,,
0.0880340735,0.0034459432,0.1024883588,0.0845603148,8.66254E-006,6.27835E-006,0.0861275991,9.61621E-006,6.99361E-006,,,
0.0927093824,0.003253301,0.1033360163,0.0899249713,6.99361E-006,6.03993E-006,0.091433684,8.26517E-006,6.91413E-006,,,
0.0873756409,0.0019430319,0.1020874182,0.0844508012,7.94728E-006,6.59624E-006,0.0860199134,0.000008901,6.91413E-006,,,
0.0927704175,0.0111517111,0.1020053228,0.0899383227,9.0599E-006,6.27835E-006,0.0914831956,1.033147E-005,6.91413E-006,,,
0.0923866431,0.010020256,0.1049229304,0.0897967021,8.98043E-006,6.35782E-006,0.0916700363,9.69568E-006,7.07308E-006,,,
0.0918502808,0.0098800659,0.1032617092,0.0897694429,9.69568E-006,6.59624E-006,0.0911876361,0.000010252,6.99361E-006,,,
0.0911926428,0.0099419753,0.1009083589,0.0896542867,1.001358E-005,6.35782E-006,0.0913270315,1.136461E-005,6.91413E-006,,,
0.090439717,0.0085730553,0.1030940215,6.03993E-006,8.98043E-006,6.59624E-006,7.07308E-006,1.001358E-005,7.62939E-006,,,
0.0921087265,0.0995543798,0.1024803321,0.0896819433,8.26517E-006,6.67572E-006,0.0915216605,8.66254E-006,7.3115E-006,,,
0.0920910041,0.0967048804,0.1038279533,1.398722E-005,8.02675E-006,6.59624E-006,1.660982E-005,0.000008901,6.99361E-006,,,
0.0934542815,0.0954573154,0.1021730105,1.303354E-005,8.34465E-006,7.94728E-006,0.000015974,8.34465E-006,7.3115E-006,,,
0.0936999321,0.1003530025,0.1033260028,1.502037E-005,8.34465E-006,6.91413E-006,1.700719E-005,8.98043E-006,7.3115E-006,,,
0.0945667426,0.0998402437,0.1054329872,0.0908059279,8.66254E-006,5.00679E-006,0.0923493703,9.37779E-006,5.00679E-006,,,
0.0926872889,0.0962250233,0.1032353242,1.533826E-005,7.94728E-006,5.00679E-006,1.835823E-005,9.37779E-006,5.00679E-006,,,
0.0930279891,0.0992859205,0.1036717097,1.398722E-005,8.34465E-006,5.00679E-006,1.63714E-005,9.61621E-006,5.32468E-006,,,
0.0935579936,0.1000846227,0.1032896837,0.000017643,8.10623E-006,4.92731E-006,2.129872E-005,8.66254E-006,6.03993E-006,,,
0.0922729969,0.1002636751,0.1044947306,0.0903654099,8.34465E-006,6.99361E-006,0.0920976798,8.58306E-006,6.91413E-006,,,
0.0874593258,0.0957856973,0.1041452885,1.406669E-005,7.94728E-006,6.91413E-006,1.502037E-005,8.66254E-006,7.62939E-006,,,
0.091446956,0.013327678,0.1026789347,0.0900033315,0.0010742346,5.00679E-006,0.0916020075,0.0011279583,5.00679E-006,,,
0.091220061,0.0129369895,0.1028850079,0.0908699036,5.030632E-005,5.00679E-006,0.0927056472,5.634625E-005,5.00679E-006,,,
0.0904986064,0.0084779263,0.1034336885,0.0890306632,0.0001883507,6.91413E-006,0.0905847549,0.0002073447,6.99361E-006,,,
0.0869993369,0.0078240236,0.1028610071,0.0848469734,5.571047E-005,6.67572E-006,0.0864067078,6.794929E-005,7.07308E-006,,,
0.0916023254,0.0992261569,0.1048696836,0.0908304056,0.099152565,4.92731E-006,0.0925266743,0.1006189982,5.32468E-006,,,
0.0937732855,0.0985533396,0.1043080489,0.0908990701,0.0983080069,6.03993E-006,0.092496713,0.1000277201,6.59624E-006,,,
0.0868090789,0.0051103433,0.1027367115,0.0850509803,0.000073274,6.27835E-006,0.0861886342,8.265177E-005,6.67572E-006,,,
0.0866669019,0.09562699,0.1043546995,0.0847133001,0.0953036149,5.00679E-006,0.085796992,0.0970103741,5.32468E-006,,,
0.0921859741,0.0952979724,0.1038403511,0.0899789333,0.0935475826,5.00679E-006,0.0915544033,0.0952353477,5.00679E-006,,,
0.0923900604,0.0149080753,0.1042722861,0.0912053585,4.60942E-006,5.00679E-006,0.0928927263,6.03993E-006,5.00679E-006,,,
0.0922736327,0.0099100272,0.1033890247,0.0906496843,5.00679E-006,6.59624E-006,0.0923917294,5.96046E-006,6.99361E-006,,,
0.0918287436,0.010882616,0.1032547156,0.0899203618,7.66913E-005,6.27835E-006,0.0914206505,8.535385E-005,6.91413E-006,,,
0.0916075706,0.0146260262,0.1026197275,0.0887742837,5.00679E-006,4.92731E-006,0.0903616746,5.32468E-006,5.00679E-006,,,
0.0914475918,0.013197422,0.1035929521,0.0901215871,0.0003489653,4.60942E-006,0.0913573901,0.0003729661,5.96046E-006,,,
0.0910949707,0.0118576686,0.1022710005,0.0905330181,7.565816E-005,6.27835E-006,0.0921130975,0.000083367,6.67572E-006,,,
0.0857663155,0.0099103451,0.1071506341,0.084785382,5.32468E-006,6.67572E-006,0.0862776438,5.64257E-006,6.67572E-006,,,
0.0914023717,0.0128166676,0.1058195432,0.0914274057,0.0006120205,5.00679E-006,0.0930006504,0.0006496112,5.64257E-006,,,
0.0862696966,0.0155166785,0.1064263185,0.0847673416,0.0007805824,5.00679E-006,0.0861693223,0.000813961,5.00679E-006,,,
0.0917610327,0.0134383043,0.1038643519,0.09095939,0.000010252,5.00679E-006,0.0926749706,1.28746E-005,5.00679E-006,,,
0.0904476643,0.0102000237,0.1030360063,0.0891455809,0.000074625,5.00679E-006,0.0906346639,8.69433E-005,5.00679E-006,,,
0.0915400187,0.0129699707,0.1028115749,0.0900936921,0.0002513727,6.27835E-006,0.0915086269,0.0002636115,6.35782E-006,,,
0.0907275677,0.0122860273,0.1032936573,0.0888920625,6.341934E-005,5.00679E-006,0.0904579957,7.438659E-005,5.64257E-006,,,
0.0872246424,0.0108400186,0.102714618,0.084738334,8.265177E-005,6.91413E-006,0.0862305959,9.608268E-005,7.3115E-006,,,
0.092899402,0.0051036676,0.1032725175,0.0905706088,7.271766E-005,6.99361E-006,0.0921646754,8.400281E-005,7.3115E-006,,,
0.0922397772,0.0024569829,0.1054112911,0.0906860034,7.62939E-006,6.59624E-006,0.0923039913,8.66254E-006,6.67572E-006,,,
0.0920216242,0.0180706183,0.1074363391,0.0898593267,0.0009535948,4.92731E-006,0.0913826625,0.0009983381,5.00679E-006,,,
0.0916626453,0.0121626059,0.1056102117,0.0892275969,0.0006120205,6.27835E-006,0.0909863313,0.0006500085,6.99361E-006,,,
0.0908006827,0.0167237123,0.1073036989,0.0892670949,0.0002106031,5.00679E-006,0.0907233556,0.0002230803,5.00679E-006,,,
0.0901816686,0.0130800406,0.1044139862,0.0881236394,0.0010876656,6.67572E-006,0.0897356669,0.0011490186,6.99361E-006,,,
